row_index,loan_amount,income,combined_loan_to_value_ratio,interest_rate,debt_to_income_ratio,rate_spread,loan_term,total_loan_costs,origination_charges,tract_population,tract_minority_population_percent,tract_to_msa_income_percentage,tract_median_age_of_housing_units,applicant_age,stat_score,if_score,if_flag,dbscan_noise,tier,typology
98393,965000,332.0,,,,,360.0,,,5155,18.08,155.0,36,39.5,2,0.0828,False,,Suspected (1 metode),Unclassified / Manual Review
36657,495000,159.0,100.0,6.125,41.0,0.273,360.0,22875.43,11297.5,4379,59.81,157.0,16,39.5,2,0.0829,False,,Suspected (1 metode),Unclassified / Manual Review
80437,805000,343.0,52.459,5.125,37.0,0.687,360.0,6531.5,0.0,4669,42.79,136.0,36,39.5,2,0.0829,False,,Suspected (1 metode),Rare Legitimate
40451,905000,376.0,,,,,360.0,,,4175,42.75,106.0,19,39.5,2,0.083,False,,Suspected (1 metode),Unclassified / Manual Review
48635,845000,303.0,78.191,4.0,33.0,0.101,360.0,3330.04,1062.13,3353,38.2,90.0,39,39.5,2,0.083,False,,Suspected (1 metode),Unclassified / Manual Review
47490,995000,,,5.125,,,360.0,13827.1,7345.66,5515,20.96,210.0,26,,2,0.0831,False,,Suspected (1 metode),Unclassified / Manual Review
55658,495000,202.0,90.0,5.625,25.0,-0.734,360.0,21629.78,20467.53,4503,56.52,101.0,25,39.5,2,0.0831,False,,Suspected (1 metode),Unclassified / Manual Review
1260,745000,234.0,80.0,3.25,40.0,0.237,360.0,16092.7,13241.2,6551,10.53,112.0,57,49.5,2,0.0832,False,,Suspected (1 metode),Unclassified / Manual Review
35082,365000,,,6.25,,,360.0,20721.69,10125.69,5657,94.41,66.0,50,,2,0.0832,False,,Suspected (1 metode),Unclassified / Manual Review
86995,385000,79.0,73.866,5.25,55.0,0.927,360.0,20458.93,11485.34,8201,43.73,110.0,34,29.5,2,0.0832,False,,Suspected (1 metode),Unclassified / Manual Review
34,115000,96.0,81.05,9.5,44.0,5.201,360.0,,,3246,50.28,96.0,22,49.5,2,0.0833,False,,Suspected (1 metode),Potential Risk Signal
6690,355000,80.0,89.761,4.75,36.0,-0.207,360.0,26132.39,11683.49,9545,56.04,100.0,21,29.5,2,0.0833,False,,Suspected (1 metode),Unclassified / Manual Review
59402,775000,295.0,74.782,4.5,44.0,0.619,360.0,3960.0,1495.0,4455,44.42,152.0,29,59.5,2,0.0833,False,,Suspected (1 metode),Unclassified / Manual Review
60588,455000,89.0,95.0,2.99,48.0,,360.0,35330.39,1498.0,3688,33.89,207.0,25,39.5,2,0.0833,False,,Suspected (1 metode),Unclassified / Manual Review
60658,585000,216.0,96.5,6.125,40.0,2.053,360.0,27278.47,14604.47,3531,12.35,136.0,46,29.5,2,0.0833,False,,Suspected (1 metode),Unclassified / Manual Review
68570,405000,101.0,96.5,4.5,55.0,1.961,360.0,22845.56,11868.93,3770,83.74,90.0,26,39.5,2,0.0833,False,,Suspected (1 metode),Unclassified / Manual Review
77978,955000,325.0,,,,,360.0,,,3851,32.38,187.0,49,49.5,2,0.0834,False,,Suspected (1 metode),Unclassified / Manual Review
33455,645000,170.0,80.0,4.875,37.0,0.063,360.0,33215.44,26723.0,3106,36.74,70.0,6,49.5,2,0.0835,False,,Suspected (1 metode),Unclassified / Manual Review
41841,485000,150.0,95.0,5.875,42.0,0.289,360.0,19337.48,15035.18,4887,87.58,107.0,23,49.5,2,0.0836,False,,Suspected (1 metode),Unclassified / Manual Review
53311,325000,66.0,80.0,3.25,43.0,0.43,360.0,22091.81,14613.81,3657,5.77,109.0,52,80.0,2,0.0836,False,,Suspected (1 metode),Unclassified / Manual Review
63689,525000,156.0,80.0,2.99,25.0,0.156,360.0,18283.45,15840.0,6095,10.98,146.0,39,39.5,2,0.0836,False,,Suspected (1 metode),Unclassified / Manual Review
67852,435000,441.0,,4.5,,,360.0,16563.53,12715.78,5686,17.27,172.0,44,,2,0.0836,False,,Suspected (1 metode),Unclassified / Manual Review
93156,175000,385.0,,,,,360.0,,,3657,14.36,209.0,53,59.5,2,0.0836,False,,Suspected (1 metode),Unclassified / Manual Review
9746,785000,172.0,91.323,5.375,46.0,0.56,360.0,31585.9,14896.33,6109,55.28,138.0,28,49.5,3,0.0837,False,,Suspected (1 metode),Unclassified / Manual Review
45161,425000,,,6.25,,,360.0,20476.42,11159.62,8353,13.66,125.0,20,,2,0.0837,False,,Suspected (1 metode),Unclassified / Manual Review
31572,765000,337.0,,4.75,,,360.0,7859.0,0.0,5886,17.91,177.0,39,49.5,2,0.0839,False,,Suspected (1 metode),Unclassified / Manual Review
61983,885000,295.0,,4.625,,,360.0,5454.0,1350.0,3341,70.37,146.0,20,,2,0.0839,False,,Suspected (1 metode),Unclassified / Manual Review
67428,365000,76.0,96.5,5.625,49.0,-0.052,360.0,19891.28,11193.21,5849,85.18,67.0,42,39.5,2,0.0839,False,,Suspected (1 metode),Unclassified / Manual Review
39867,645000,328.0,,,,,360.0,,,4099,20.4,207.0,15,49.5,2,0.084,False,,Suspected (1 metode),Unclassified / Manual Review
40760,795000,,,6.125,,,360.0,26121.14,22848.0,5414,59.36,145.0,59,,3,0.084,False,,Suspected (1 metode),Unclassified / Manual Review
65827,975000,,,2.99,,,360.0,27374.0,22310.0,6520,45.71,121.0,57,,3,0.0841,False,,Suspected (1 metode),Unclassified / Manual Review
14597,545000,285.0,47.241,3.625,37.0,0.184,360.0,13873.23,10305.24,2215,20.0,141.0,26,39.5,2,0.0842,False,,Suspected (1 metode),Rare Legitimate
42943,805000,324.0,,,,,360.0,,,5184,50.14,179.0,47,39.5,2,0.0843,False,,Suspected (1 metode),Unclassified / Manual Review
75342,745000,302.0,,,,,360.0,,,5885,20.0,194.0,51,39.5,2,0.0843,False,,Suspected (1 metode),Unclassified / Manual Review
4004,565000,215.0,96.5,4.375,33.0,0.87,360.0,25746.53,11573.69,5234,29.96,134.0,63,39.5,2,0.0844,False,,Suspected (1 metode),Unclassified / Manual Review
53525,495000,138.0,90.0,6.25,49.0,-0.145,360.0,24816.41,20473.47,6821,29.2,136.0,17,39.5,2,0.0844,False,,Suspected (1 metode),Unclassified / Manual Review
86642,925000,300.0,80.0,4.375,39.0,-0.774,360.0,7394.65,1550.0,6118,22.83,131.0,39,39.5,2,0.0844,False,,Suspected (1 metode),Unclassified / Manual Review
34501,375000,149.0,96.5,3.875,45.0,1.52,360.0,20370.28,10193.6,4333,69.1,90.0,54,29.5,2,0.0845,False,,Suspected (1 metode),Unclassified / Manual Review
47483,755000,12.0,75.0,3.999,39.0,0.671,360.0,25677.0,19265.0,4455,92.17,90.0,49,39.5,3,0.0845,False,,Suspected (1 metode),Unclassified / Manual Review
61490,855000,,,3.75,,,360.0,13308.47,10575.0,6561,81.98,113.0,45,,2,0.0845,False,,Suspected (1 metode),Unclassified / Manual Review
70101,795000,318.0,95.0,4.125,38.0,1.303,360.0,14065.63,8979.0,5349,27.84,132.0,33,49.5,2,0.0845,False,0.0,Suspected (1 metode),Unclassified / Manual Review
2110,355000,62.0,83.39,5.75,49.0,-0.948,360.0,18343.53,13754.61,7300,44.99,60.0,42,29.5,2,0.0846,False,,Suspected (1 metode),Unclassified / Manual Review
92312,515000,,,4.0,,,360.0,14146.49,11011.5,6472,30.19,222.0,57,,2,0.0846,False,,Suspected (1 metode),Unclassified / Manual Review
16751,235000,63.0,,4.875,41.0,0.345,360.0,19552.38,10780.88,1943,12.56,80.0,0,59.5,2,0.0847,False,,Suspected (1 metode),Unclassified / Manual Review
48913,1105000,,,5.125,,,360.0,16745.0,13968.0,2727,5.24,125.0,46,,2,0.0847,False,,Suspected (1 metode),Unclassified / Manual Review
58531,695000,303.0,69.99,4.75,33.0,0.998,360.0,14779.75,11893.5,4874,30.8,156.0,28,39.5,2,0.0848,False,,Suspected (1 metode),Unclassified / Manual Review
70635,575000,299.0,95.0,5.0,43.0,0.558,360.0,18753.0,13895.0,5948,16.88,104.0,41,49.5,3,0.0848,False,,Suspected (1 metode),Unclassified / Manual Review
64151,625000,145.0,95.0,4.75,49.0,-1.785,360.0,22971.44,18245.35,5643,45.63,136.0,12,39.5,3,0.0849,False,,Suspected (1 metode),Unclassified / Manual Review
23369,545000,229.0,90.0,5.875,25.0,-0.737,360.0,20334.66,14667.5,5727,26.8,97.0,29,59.5,2,0.085,False,0.0,Suspected (1 metode),Unclassified / Manual Review
54505,645000,128.0,75.0,5.375,44.0,0.22,360.0,19325.5,15080.0,5068,48.07,118.0,67,29.5,2,0.085,False,,Suspected (1 metode),Unclassified / Manual Review
70735,685000,160.0,88.2,3.0,47.0,-0.111,360.0,43252.86,17429.01,5712,15.28,171.0,27,49.5,2,0.0853,False,,Suspected (1 metode),Unclassified / Manual Review
9450,745000,240.0,90.0,4.75,37.0,-0.817,360.0,21122.37,18056.25,6566,60.69,72.0,51,39.5,3,0.0854,False,,Suspected (1 metode),Unclassified / Manual Review
17094,1055000,220.0,,,,,360.0,,,4646,23.74,212.0,46,39.5,2,0.0854,False,,Suspected (1 metode),Unclassified / Manual Review
33949,345000,78.0,80.0,6.0,55.0,0.194,360.0,23412.27,15748.32,6583,37.86,100.0,12,49.5,2,0.0854,False,,Suspected (1 metode),Unclassified / Manual Review
42743,985000,197.0,89.9,4.125,33.0,0.31,360.0,24331.47,18869.97,5072,20.13,132.0,29,29.5,3,0.0854,False,,Suspected (1 metode),Unclassified / Manual Review
60732,325000,87.0,58.81,2.875,36.0,-0.086,360.0,22804.28,10438.19,3391,71.1,103.0,16,29.5,2,0.0854,False,,Suspected (1 metode),Unclassified / Manual Review
33519,555000,174.0,96.5,3.75,49.0,1.4318,360.0,25541.12,10908.88,3096,36.6,103.0,39,29.5,2,0.0855,False,,Suspected (1 metode),Unclassified / Manual Review
67658,475000,94.0,,4.875,55.0,-0.478,360.0,30294.69,25920.69,7258,17.25,134.0,27,29.5,2,0.0855,False,,Suspected (1 metode),Unclassified / Manual Review
5139,645000,,,5.625,,,360.0,32705.05,29412.85,6524,37.35,206.0,18,,3,0.0856,False,,Suspected (1 metode),Unclassified / Manual Review
9714,445000,,,6.625,,,360.0,25746.19,14257.11,4867,80.77,65.0,62,,2,0.0857,False,,Suspected (1 metode),Unclassified / Manual Review
10307,825000,352.0,,,,,360.0,,,4090,16.58,133.0,38,29.5,2,0.0857,False,,Suspected (1 metode),Unclassified / Manual Review
21334,665000,155.0,95.0,5.75,39.0,0.844,360.0,20950.75,19895.25,5763,33.98,137.0,37,29.5,2,0.0857,False,,Suspected (1 metode),Unclassified / Manual Review
7189,815000,174.0,75.0,4.875,43.0,1.131,360.0,22109.7,19668.75,6423,69.8,69.0,26,39.5,3,0.0858,False,,Suspected (1 metode),Unclassified / Manual Review
19534,375000,92.0,95.0,3.25,33.0,0.037,360.0,12903.65,10616.83,5145,28.47,222.0,23,39.5,2,0.0858,False,,Suspected (1 metode),Unclassified / Manual Review
35171,625000,121.0,95.0,4.99,41.0,-0.345,360.0,21228.79,16841.62,6366,67.56,154.0,33,39.5,2,0.0858,False,,Suspected (1 metode),Unclassified / Manual Review
45935,555000,170.0,75.0,3.75,41.0,0.422,360.0,18662.98,17917.03,7318,46.45,183.0,11,49.5,2,0.0858,False,,Suspected (1 metode),Unclassified / Manual Review
91028,925000,148.0,80.0,4.125,41.0,0.691,360.0,14893.84,11594.84,5837,16.52,142.0,25,29.5,2,0.0858,False,,Suspected (1 metode),Unclassified / Manual Review
76691,985000,176.0,77.059,3.625,39.0,-0.492,360.0,45182.44,38594.38,5540,34.96,130.0,44,29.5,3,0.086,False,,Suspected (1 metode),Unclassified / Manual Review
86909,565000,137.0,86.03,5.99,44.0,1.182,360.0,25792.56,21394.56,5829,11.34,156.0,14,39.5,2,0.0861,False,,Suspected (1 metode),Unclassified / Manual Review
13243,845000,294.0,,,,,360.0,,,2188,45.89,106.0,44,49.5,2,0.0862,False,,Suspected (1 metode),Unclassified / Manual Review
16418,805000,,,5.75,,,360.0,41203.08,9650.38,2420,9.46,190.0,24,,2,0.0862,False,,Suspected (1 metode),Unclassified / Manual Review
21978,445000,,,4.875,,,360.0,14119.49,9880.34,10670,50.11,164.0,15,,2,0.0862,False,,Suspected (1 metode),Unclassified / Manual Review
38428,805000,313.0,,,,,360.0,,,3571,13.19,170.0,53,39.5,2,0.0862,False,,Suspected (1 metode),Unclassified / Manual Review
53824,785000,154.0,79.94,3.75,41.0,-3.76,360.0,5562.5,960.0,3192,50.75,141.0,33,29.5,2,0.0862,False,,Suspected (1 metode),Unclassified / Manual Review
14929,425000,153.0,72.649,4.99,49.0,-1.732,360.0,14708.0,10075.0,3543,82.87,54.0,44,39.5,2,0.0863,False,,Suspected (1 metode),Unclassified / Manual Review
2779,445000,125.0,55.0,4.625,49.0,0.429,360.0,22523.81,12002.62,7796,22.06,153.0,34,49.5,2,0.0864,False,,Suspected (1 metode),Unclassified / Manual Review
42863,385000,78.0,96.5,5.625,55.0,-0.056,360.0,22719.22,11509.15,5776,41.45,149.0,27,39.5,2,0.0864,False,,Suspected (1 metode),Unclassified / Manual Review
42909,455000,80.0,78.88,3.875,55.0,0.012,360.0,20764.6,11418.65,7049,35.05,78.0,44,39.5,2,0.0864,False,0.0,Suspected (1 metode),Unclassified / Manual Review
89786,405000,96.0,80.0,4.875,55.0,0.098,360.0,21972.44,11281.44,2347,43.93,92.0,30,49.5,2,0.0864,False,,Suspected (1 metode),Unclassified / Manual Review
21832,415000,109.0,96.5,5.25,46.0,1.532,360.0,22590.7,12924.02,8334,26.29,115.0,37,29.5,2,0.0865,False,,Suspected (1 metode),Unclassified / Manual Review
80923,955000,268.0,,3.5,,,360.0,14839.5,12277.5,3307,22.53,138.0,56,39.5,2,0.0865,False,,Suspected (1 metode),Unclassified / Manual Review
11080,855000,339.0,,,,,360.0,,,5127,10.32,94.0,32,39.5,2,0.0866,False,,Suspected (1 metode),Unclassified / Manual Review
78706,255000,94.0,70.401,3.875,15.0,-0.191,360.0,22150.01,11183.78,3234,19.79,111.0,26,59.5,2,0.0866,False,,Suspected (1 metode),Unclassified / Manual Review
87670,205000,368.0,78.96,5.49,33.0,-1.8,360.0,,,5292,48.81,76.0,42,59.5,2,0.0867,False,,Suspected (1 metode),Unclassified / Manual Review
69681,385000,114.0,80.0,4.375,42.0,0.322,360.0,21512.12,17776.87,9757,39.67,90.0,24,39.5,3,0.0868,False,,Suspected (1 metode),Unclassified / Manual Review
2573,705000,,,5.25,,,360.0,37863.92,19287.42,4858,89.38,117.0,63,,2,0.0869,False,,Suspected (1 metode),Unclassified / Manual Review
4510,905000,267.0,80.0,4.25,25.0,-0.82,360.0,16250.45,12030.0,4387,24.21,109.0,45,49.5,2,0.0869,False,0.0,Suspected (1 metode),Unclassified / Manual Review
47052,785000,305.0,,,,,360.0,,,4512,34.35,95.0,26,29.5,2,0.0869,False,,Suspected (1 metode),Unclassified / Manual Review
88051,575000,,,6.25,,,360.0,27030.65,21869.25,4592,21.41,0.0,40,,3,0.0869,False,,Suspected (1 metode),Unclassified / Manual Review
64651,885000,286.0,80.0,4.75,37.0,-0.279,360.0,17824.8,11313.0,6668,22.18,173.0,24,39.5,4,0.087,False,,Suspected (1 metode),Unclassified / Manual Review
41939,395000,123.0,75.0,5.35,38.0,0.005,180.0,18972.95,15540.0,6652,45.97,141.0,61,49.5,2,0.0871,False,,Suspected (1 metode),Unclassified / Manual Review
99366,765000,358.0,,4.875,,,360.0,10869.4,6372.4,3321,7.5,90.0,39,,2,0.0871,False,,Suspected (1 metode),Unclassified / Manual Review
25525,645000,217.0,62.735,5.5,43.0,0.616,360.0,25286.95,18815.52,2438,12.26,162.0,43,49.5,2,0.0872,False,,Suspected (1 metode),Unclassified / Manual Review
59663,815000,178.0,81.585,3.75,44.0,0.14,360.0,36836.76,5619.25,7170,24.14,111.0,19,49.5,2,0.0874,False,,Suspected (1 metode),Unclassified / Manual Review
63718,485000,181.0,96.447,6.25,33.0,2.172,360.0,22732.92,10906.24,4945,25.86,112.0,56,29.5,2,0.0874,False,,Suspected (1 metode),Unclassified / Manual Review
63225,835000,360.0,,,,,360.0,,,4026,22.48,167.0,17,39.5,2,0.0875,False,,Suspected (1 metode),Unclassified / Manual Review
82699,315000,82.0,85.64,2.75,25.0,-0.426,360.0,18361.25,16166.5,4472,54.05,120.0,21,29.5,2,0.0875,False,,Suspected (1 metode),Unclassified / Manual Review
7132,445000,135.0,73.0,4.99,33.0,0.099,360.0,22474.14,20334.95,8672,57.43,84.0,14,49.5,2,0.0876,False,,Suspected (1 metode),Unclassified / Manual Review
7149,925000,276.0,80.0,3.5,40.0,-0.183,360.0,32192.55,25338.0,4765,47.41,121.0,23,39.5,3,0.0876,False,,Suspected (1 metode),Unclassified / Manual Review
47637,255000,378.0,86.49,4.0,44.0,-2.16,300.0,,,4646,24.58,142.0,37,49.5,2,0.0876,False,,Suspected (1 metode),Unclassified / Manual Review
47578,735000,132.0,,5.5,49.0,2.006,360.0,22891.31,17955.0,2745,63.21,108.0,49,39.5,2,0.0877,False,,Suspected (1 metode),Unclassified / Manual Review
99268,845000,360.0,,,,,360.0,,,2520,20.12,144.0,29,49.5,2,0.0878,False,,Suspected (1 metode),Unclassified / Manual Review
44409,505000,186.0,90.0,4.25,41.0,0.575,180.0,26785.59,24691.09,3621,43.97,111.0,35,39.5,2,0.0879,False,,Suspected (1 metode),Unclassified / Manual Review
83789,745000,300.0,,,,,360.0,,,5760,27.97,155.0,29,59.5,2,0.0879,False,,Suspected (1 metode),Unclassified / Manual Review
46260,305000,72.0,68.667,6.0,47.0,-0.236,360.0,17743.8,13755.0,5278,19.19,101.0,62,29.5,2,0.088,False,,Suspected (1 metode),Unclassified / Manual Review
99293,805000,300.0,,,,,360.0,,,5023,57.65,62.0,50,39.5,2,0.088,False,,Suspected (1 metode),Unclassified / Manual Review
33065,705000,234.0,97.902,5.125,46.0,0.249,360.0,24063.39,22946.0,4512,34.35,95.0,26,59.5,2,0.0881,False,,Suspected (1 metode),Unclassified / Manual Review
91437,575000,228.0,70.0,5.49,25.0,1.154,360.0,23873.69,21969.5,5518,41.01,120.0,32,29.5,2,0.0881,False,,Suspected (1 metode),Unclassified / Manual Review
3358,805000,299.0,,,,,360.0,,,4770,30.55,139.0,15,59.5,2,0.0882,False,,Suspected (1 metode),Unclassified / Manual Review
38454,405000,146.0,80.0,5.25,40.0,1.83,360.0,17544.0,13540.0,6372,39.5,143.0,67,69.5,2,0.0883,False,,Suspected (1 metode),Unclassified / Manual Review
76037,525000,120.0,89.73,2.99,33.0,-0.37,360.0,31255.66,11065.71,2827,61.97,83.0,16,49.5,2,0.0883,False,,Suspected (1 metode),Unclassified / Manual Review
90092,565000,172.0,85.0,6.0,37.0,-0.662,360.0,18888.48,14973.54,4993,40.22,79.0,70,39.5,2,0.0883,False,,Suspected (1 metode),Unclassified / Manual Review
1363,545000,,,7.125,,,360.0,46675.5,25763.08,2650,44.64,150.0,22,,2,0.0884,False,,Suspected (1 metode),Unclassified / Manual Review
48358,525000,165.0,95.0,5.999,43.0,-0.137,360.0,21547.48,18162.1,6594,31.82,111.0,37,29.5,2,0.0884,False,,Suspected (1 metode),Unclassified / Manual Review
65115,455000,290.0,,,,,360.0,,,3876,33.8,206.0,55,59.5,2,0.0884,False,,Suspected (1 metode),Unclassified / Manual Review
19370,895000,311.0,,4.75,,,360.0,16865.8,13490.0,2752,17.55,150.0,48,39.5,3,0.0885,False,0.0,Suspected (1 metode),Unclassified / Manual Review
67984,615000,137.0,89.985,5.875,44.0,0.08,360.0,22491.79,18036.82,3344,47.64,74.0,61,49.5,2,0.0885,False,,Suspected (1 metode),Unclassified / Manual Review
25999,385000,86.0,95.0,4.75,55.0,0.397,360.0,20476.05,11252.58,6984,15.85,115.0,18,39.5,2,0.0886,False,,Suspected (1 metode),Unclassified / Manual Review
80382,415000,,,6.625,,,360.0,24325.73,12956.5,8796,50.63,97.0,18,,2,0.0886,False,,Suspected (1 metode),Unclassified / Manual Review
62652,425000,144.0,91.46,5.125,55.0,0.492,360.0,21296.32,11309.92,3995,71.46,93.0,43,39.5,2,0.0887,False,,Suspected (1 metode),Unclassified / Manual Review
79760,785000,182.0,95.0,5.125,33.0,0.259,360.0,16903.48,12104.77,3441,23.86,107.0,38,29.5,2,0.0887,False,,Suspected (1 metode),Unclassified / Manual Review
80119,995000,,,3.375,,,360.0,14787.98,11894.21,7193,49.33,144.0,45,,2,0.0887,False,,Suspected (1 metode),Unclassified / Manual Review
95833,385000,89.0,95.0,4.875,45.0,1.371,360.0,20653.76,15255.81,4791,94.34,69.0,46,49.5,2,0.0888,False,,Suspected (1 metode),Unclassified / Manual Review
58865,605000,157.0,80.0,5.586,49.0,1.18,360.0,27274.95,23100.0,3821,22.06,108.0,18,29.5,2,0.0889,False,,Suspected (1 metode),Unclassified / Manual Review
71889,1245000,,,5.5,,,360.0,21117.63,16975.0,4244,46.8,133.0,46,,3,0.0889,False,,Suspected (1 metode),Unclassified / Manual Review
74298,545000,132.0,96.5,5.124,44.0,1.358,360.0,28135.24,15340.37,5540,84.33,90.0,19,39.5,2,0.0889,False,,Suspected (1 metode),Unclassified / Manual Review
43426,855000,,,4.125,,,360.0,28199.65,23557.5,5753,39.49,195.0,59,,3,0.089,False,,Suspected (1 metode),Unclassified / Manual Review
70339,515000,118.0,78.781,4.25,36.0,-1.018,360.0,30935.25,27442.1,8025,52.39,124.0,34,29.5,2,0.0891,False,,Suspected (1 metode),Unclassified / Manual Review
87363,435000,126.0,96.5,5.75,49.0,4.551,360.0,20500.87,9572.06,2626,36.02,134.0,58,49.5,2,0.0891,False,,Suspected (1 metode),Unclassified / Manual Review
89882,765000,215.0,,5.75,44.0,1.539,360.0,34796.66,17655.41,6395,33.2,89.0,38,49.5,3,0.0891,False,,Suspected (1 metode),Unclassified / Manual Review
86341,865000,327.0,,,,,360.0,,,5552,19.38,125.0,55,49.5,2,0.0892,False,,Suspected (1 metode),Unclassified / Manual Review
80763,315000,71.0,65.75,6.99,46.0,1.788,360.0,18370.57,10318.27,1915,24.02,122.0,17,39.5,2,0.0893,False,,Suspected (1 metode),Unclassified / Manual Review
25433,615000,114.0,85.0,3.5,33.0,-0.21,360.0,20772.55,17306.35,5314,61.69,63.0,40,29.5,2,0.0894,False,,Suspected (1 metode),Unclassified / Manual Review
28012,385000,76.0,73.529,5.125,46.0,0.59,360.0,21177.38,10492.96,6272,96.21,115.0,18,59.5,2,0.0894,False,,Suspected (1 metode),Unclassified / Manual Review
82739,715000,256.0,,5.5,40.0,0.505,360.0,19831.2,15600.0,3429,33.54,151.0,61,39.5,2,0.0894,False,,Suspected (1 metode),Unclassified / Manual Review
3119,645000,125.0,,5.875,,,360.0,18646.0,16322.0,3120,72.85,125.0,64,,2,0.0895,False,,Suspected (1 metode),Unclassified / Manual Review
44688,65000,122.0,79.887,0.0,33.0,-4.66,360.0,,,4493,18.07,121.0,38,39.5,2,0.0895,False,,Suspected (1 metode),Data Error
18957,385000,75.0,77.0,4.625,41.0,-0.284,360.0,20381.97,18592.78,3387,86.92,85.0,0,39.5,2,0.0896,False,,Suspected (1 metode),Unclassified / Manual Review
19966,305000,300.0,,,,,,,,5677,26.9,221.0,36,39.5,2,0.0896,False,,Suspected (1 metode),Unclassified / Manual Review
58184,525000,137.0,95.0,5.625,45.0,1.2336,360.0,25749.57,12511.74,3464,79.19,91.0,54,49.5,2,0.0896,False,,Suspected (1 metode),Unclassified / Manual Review
59398,365000,68.0,96.5,5.625,55.0,0.888,360.0,20612.5,11109.05,3201,22.74,113.0,63,39.5,2,0.0896,False,,Suspected (1 metode),Unclassified / Manual Review
67120,625000,155.0,63.0,4.99,42.0,-0.316,360.0,21128.36,19370.91,3591,27.43,133.0,7,39.5,2,0.0896,False,,Suspected (1 metode),Unclassified / Manual Review
88401,435000,172.0,58.018,3.75,33.0,1.696,240.0,28694.16,17613.51,4091,21.63,124.0,34,59.5,2,0.0896,False,,Suspected (1 metode),Rare Legitimate
98532,645000,177.0,88.76,4.75,43.0,-2.125,360.0,27350.9,21237.66,6099,58.53,64.0,33,39.5,3,0.0896,False,,Suspected (1 metode),Unclassified / Manual Review
55814,475000,118.0,75.0,4.625,43.0,-0.012,360.0,17659.02,14364.08,6428,85.33,136.0,16,59.5,2,0.0897,False,,Suspected (1 metode),Unclassified / Manual Review
5166,485000,85.0,78.929,2.25,45.0,-0.076,360.0,20220.75,10384.5,5931,52.27,167.0,30,49.5,2,0.0898,False,,Suspected (1 metode),Unclassified / Manual Review
49740,415000,146.0,96.5,4.99,55.0,-0.795,360.0,30691.94,19656.83,3258,16.51,68.0,32,39.5,2,0.0898,False,,Suspected (1 metode),Unclassified / Manual Review
70505,815000,,,5.375,,,360.0,41694.2,9522.6,1912,58.42,123.0,53,,2,0.0898,False,,Suspected (1 metode),Unclassified / Manual Review
99274,775000,152.0,,5.0,,,360.0,23235.0,22459.0,4928,82.77,79.0,63,,3,0.0898,False,,Suspected (1 metode),Unclassified / Manual Review
39311,795000,244.0,,,,,372.0,,,3765,36.89,205.0,25,39.5,2,0.0899,False,,Suspected (1 metode),Unclassified / Manual Review
48650,1005000,291.0,,,,,360.0,,,3504,26.54,163.0,55,49.5,2,0.0899,False,,Suspected (1 metode),Unclassified / Manual Review
3740,765000,339.0,79.834,4.875,33.0,-0.398,360.0,7561.0,4080.0,3350,10.84,120.0,32,49.5,2,0.09,False,,Suspected (1 metode),Unclassified / Manual Review
9443,655000,214.0,93.51,4.375,37.0,-0.664,360.0,24852.82,10745.02,5056,15.01,138.0,43,29.5,2,0.09,False,,Suspected (1 metode),Unclassified / Manual Review
79170,895000,189.0,77.5,5.75,48.0,0.536,360.0,14570.07,10588.78,4583,29.28,117.0,45,39.5,2,0.09,False,,Suspected (1 metode),Unclassified / Manual Review
52540,675000,,,3.625,,,360.0,34789.59,10205.84,5179,15.81,211.0,16,,3,0.0901,False,,Suspected (1 metode),Unclassified / Manual Review
93355,485000,78.0,85.0,4.5,49.0,0.222,360.0,26632.49,22944.14,4920,37.83,177.0,17,29.5,2,0.0901,False,,Suspected (1 metode),Unclassified / Manual Review
27112,485000,288.0,,3.5,,,360.0,5458.0,1595.0,4184,32.19,209.0,18,,2,0.0902,False,,Suspected (1 metode),Unclassified / Manual Review
96088,195000,,75.0,6.25,,2.691,360.0,,,2635,27.82,221.0,19,49.5,2,0.0902,False,,Suspected (1 metode),Unclassified / Manual Review
20878,685000,166.0,,3.75,,,360.0,21771.69,18738.74,6853,78.04,94.0,18,,2,0.0903,False,,Suspected (1 metode),Unclassified / Manual Review
26601,515000,,,3.625,,,360.0,28951.54,15917.04,2530,24.23,145.0,0,,2,0.0903,False,,Suspected (1 metode),Unclassified / Manual Review
45123,295000,93.0,77.838,5.625,55.0,1.175,360.0,21461.22,14016.96,4630,40.28,59.0,65,49.5,2,0.0904,False,0.0,Suspected (1 metode),Unclassified / Manual Review
92555,775000,294.0,,,,,360.0,,,5077,8.77,97.0,40,59.5,2,0.0904,False,,Suspected (1 metode),Unclassified / Manual Review
33660,385000,325.0,,5.125,,,360.0,8589.5,5305.0,3816,27.54,220.0,49,,2,0.0905,False,,Suspected (1 metode),Unclassified / Manual Review
56027,945000,,,3.25,,,360.0,50676.98,11821.9,2057,28.73,144.0,42,,3,0.0905,False,,Suspected (1 metode),Unclassified / Manual Review
79995,715000,132.0,82.5,4.375,55.0,0.583,360.0,33649.49,16218.04,4992,46.41,113.0,46,49.5,2,0.0905,False,,Suspected (1 metode),Unclassified / Manual Review
48500,465000,150.0,80.0,2.75,25.0,-0.225,360.0,18122.84,16450.84,3747,23.86,131.0,45,29.5,2,0.0907,False,,Suspected (1 metode),Unclassified / Manual Review
