row_index,loan_amount,income,combined_loan_to_value_ratio,interest_rate,debt_to_income_ratio,rate_spread,loan_term,total_loan_costs,origination_charges,tract_population,tract_minority_population_percent,tract_to_msa_income_percentage,tract_median_age_of_housing_units,applicant_age,stat_score,if_score,if_flag,dbscan_noise,tier,typology
66253,1775000,755.0,95.0,3.375,15.0,-0.592,360.0,12318.2,1152.0,1897,60.67,274.0,76,39.5,3,-0.1199,True,,Confirmed (2 metode),Unclassified / Manual Review
74549,15000,32.0,12.41,8.75,33.0,,180.0,,,0,0.0,0.0,0,69.5,3,-0.1199,True,,Confirmed (2 metode),Unclassified / Manual Review
19484,1205000,2125.0,20.87,2.5,15.0,-0.338,360.0,11443.37,1555.0,3093,34.17,234.0,44,59.5,3,-0.1197,True,,Confirmed (2 metode),Rare Legitimate
63575,15000,80.0,112.47,0.0,15.0,,60.0,0.0,0.0,3742,98.72,32.0,68,39.5,2,-0.1195,True,,Confirmed (2 metode),Data Error
78440,2885000,1452.0,80.0,4.0,41.0,-1.37,360.0,,,0,0.0,0.0,0,49.5,3,-0.119,True,,Confirmed (2 metode),Unclassified / Manual Review
56522,1215000,,77.35,8.5,,,18.0,,,0,0.0,0.0,0,,3,-0.1187,True,,Confirmed (2 metode),Unclassified / Manual Review
77355,1495000,,106.88,11.75,15.0,,12.0,,,3329,14.72,168.0,0,,3,-0.1186,True,,Confirmed (2 metode),Unclassified / Manual Review
12974,2405000,931.0,75.0,6.625,33.0,2.014,360.0,,,0,0.0,0.0,0,39.5,3,-0.1183,True,,Confirmed (2 metode),Unclassified / Manual Review
58249,2925000,696.0,65.0,7.25,38.0,1.031,480.0,,,2834,13.73,279.0,41,39.5,3,-0.1183,True,,Confirmed (2 metode),Unclassified / Manual Review
32756,4905000,562.0,,4.25,33.0,,360.0,,,0,0.0,0.0,0,69.5,3,-0.118,True,,Confirmed (2 metode),Unclassified / Manual Review
95085,1755000,1994.0,58.528,2.875,15.0,-0.631,360.0,8920.65,850.0,1362,60.72,149.0,53,59.5,2,-0.1179,True,,Confirmed (2 metode),Rare Legitimate
80675,15005000,14065.0,50.85,5.0,25.0,-2.037,360.0,219781.4,207405.0,4344,26.82,171.0,0,39.5,5,-0.1178,True,,Confirmed (2 metode),Rare Legitimate
49689,21465000,,54.07,4.39,,,120.0,,,0,0.0,0.0,0,,2,-0.1175,True,,Confirmed (2 metode),Unclassified / Manual Review
21890,1295000,1725.0,65.0,3.7,15.0,-1.156,360.0,5495.9,1155.0,1595,14.29,288.0,31,39.5,3,-0.1166,True,,Confirmed (2 metode),Unclassified / Manual Review
76036,2695000,1375.0,89.99,3.5,15.0,-0.371,360.0,7015.46,500.0,5056,20.59,292.0,52,49.5,3,-0.1164,True,,Confirmed (2 metode),Unclassified / Manual Review
61057,255000,,123.577,12.0,,,6.0,,,0,0.0,0.0,0,59.5,3,-0.1161,True,,Confirmed (2 metode),Unclassified / Manual Review
33588,505000,133.0,59.524,6.375,47.0,1.693,12.0,4316.0,600.0,14773,10.99,120.0,6,69.5,3,-0.1157,True,,Confirmed (2 metode),Unclassified / Manual Review
27786,1305000,793.0,30.409,2.75,42.0,-0.127,360.0,6784.03,850.0,6458,25.18,292.0,0,69.5,3,-0.1151,True,,Confirmed (2 metode),Rare Legitimate
12690,6005000,1869.0,60.0,,,,480.0,,,1748,12.36,90.0,31,59.5,2,-0.1148,True,,Confirmed (2 metode),Rare Legitimate
10089,35000,33.0,8.883,8.25,33.0,0.97,360.0,,,14160,64.25,104.0,8,69.5,3,-0.1144,True,,Confirmed (2 metode),Unclassified / Manual Review
14475,2005000,1789.0,50.0,4.3,25.0,-1.418,360.0,5343.45,1155.0,5347,21.86,292.0,63,49.5,3,-0.1144,True,,Confirmed (2 metode),Rare Legitimate
95656,205000,1011.0,60.234,3.04,15.0,0.06,480.0,,,3901,7.18,311.0,67,59.5,2,-0.1144,True,,Confirmed (2 metode),Unclassified / Manual Review
67468,595000,0.0,,10.0,,,12.0,,,0,0.0,0.0,0,39.5,3,-0.1139,True,,Confirmed (2 metode),Data Error
68132,1505000,3541.0,56.075,2.625,15.0,-0.844,360.0,5186.0,1075.0,5888,37.62,209.0,39,39.5,3,-0.1139,True,,Confirmed (2 metode),Rare Legitimate
90618,2995000,649.0,61.224,3.5,36.0,-0.219,360.0,,,0,0.0,0.0,0,49.5,3,-0.1139,True,,Confirmed (2 metode),Unclassified / Manual Review
54202,1025000,1400.0,85.0,3.5,15.0,-0.095,360.0,,,0,0.0,0.0,0,39.5,3,-0.1137,True,,Confirmed (2 metode),Unclassified / Manual Review
91703,425000,90.0,68.89,6.5,65.0,0.314,240.0,5233.25,900.0,16766,67.77,168.0,7,39.5,2,-0.1129,True,,Confirmed (2 metode),Unclassified / Manual Review
39838,585000,76.0,85.0,,65.0,,360.0,,,16631,78.2,183.0,10,80.0,2,-0.1125,True,,Confirmed (2 metode),Unclassified / Manual Review
65910,255000,338.0,64.923,3.625,37.0,0.434,180.0,3477.21,0.0,27220,69.7,141.0,6,69.5,3,-0.1121,True,,Confirmed (2 metode),Unclassified / Manual Review
74111,235000,,53.18,11.99,,,6.0,,,0,0.0,0.0,0,59.5,3,-0.1121,True,,Confirmed (2 metode),Unclassified / Manual Review
53939,105000,450.0,11.111,,25.0,,300.0,,,13901,21.31,221.0,12,49.5,5,-0.112,True,,Confirmed (2 metode),Unclassified / Manual Review
27326,735000,504.0,,,,,360.0,,,22780,40.33,277.0,12,39.5,4,-0.1118,True,,Confirmed (2 metode),Unclassified / Manual Review
76008,2655000,1407.0,68.831,4.0,25.0,-0.733,360.0,10324.59,1094.0,7853,29.75,216.0,0,59.5,3,-0.1118,True,,Confirmed (2 metode),Unclassified / Manual Review
28317,2005000,1235.0,52.91,2.125,15.0,0.048,360.0,6553.1,995.0,3238,14.73,230.0,31,59.5,3,-0.1117,True,,Confirmed (2 metode),Rare Legitimate
72738,4005000,2078.0,66.67,3.0,25.0,-0.603,360.0,7622.9,1155.0,2738,50.33,72.0,0,39.5,2,-0.1117,True,,Confirmed (2 metode),Unclassified / Manual Review
36177,255000,392.0,57.85,4.2,37.0,-0.57,360.0,,,22780,40.33,277.0,12,49.5,4,-0.1116,True,,Confirmed (2 metode),Unclassified / Manual Review
27064,505000,,41.42,8.75,,,24.0,,,0,0.0,0.0,0,,3,-0.1112,True,,Confirmed (2 metode),Unclassified / Manual Review
17732,245000,180.0,79.93,5.95,33.0,0.0,1.0,,,17341,87.02,150.0,6,29.5,3,-0.1111,True,,Confirmed (2 metode),Unclassified / Manual Review
26974,1505000,1835.0,65.217,3.5,15.0,-0.086,360.0,12821.25,1195.0,7481,34.41,243.0,12,49.5,3,-0.1111,True,,Confirmed (2 metode),Unclassified / Manual Review
94633,2695000,3269.0,89.99,4.125,15.0,-1.451,360.0,10414.15,500.0,3832,27.61,198.0,76,49.5,2,-0.1111,True,,Confirmed (2 metode),Unclassified / Manual Review
13567,235000,350.0,68.21,7.66,15.0,2.48,360.0,,,15755,67.06,168.0,11,49.5,4,-0.111,True,,Confirmed (2 metode),Unclassified / Manual Review
21816,1005000,757.0,60.136,3.74,33.0,-1.15,264.0,,,14610,61.23,171.0,10,49.5,4,-0.1109,True,,Confirmed (2 metode),Unclassified / Manual Review
19554,1615000,661.0,,,,,360.0,,,11110,26.86,292.0,0,59.5,4,-0.1105,True,,Confirmed (2 metode),Unclassified / Manual Review
98174,45000,,36.67,8.5,,,12.0,,,0,0.0,0.0,0,,2,-0.1105,True,,Confirmed (2 metode),Unclassified / Manual Review
3420,2255000,645.0,75.0,,55.0,,360.0,,,0,0.0,0.0,0,29.5,3,-0.1104,True,,Confirmed (2 metode),Unclassified / Manual Review
81082,1205000,1556.0,80.0,4.75,15.0,1.664,360.0,,,0,0.0,0.0,0,49.5,3,-0.1104,True,,Confirmed (2 metode),Unclassified / Manual Review
46693,715000,1092.0,85.0,3.49,15.0,-1.91,35.0,,,7532,21.28,182.0,40,49.5,3,-0.1102,True,,Confirmed (2 metode),Unclassified / Manual Review
58079,475000,377.0,80.0,2.125,25.0,-0.083,360.0,7195.78,1681.88,18333,59.34,216.0,6,39.5,4,-0.11,True,,Confirmed (2 metode),Unclassified / Manual Review
10335,6005000,1326.0,48.98,3.25,25.0,-0.627,360.0,53376.15,32470.0,2918,9.25,188.0,19,59.5,4,-0.1098,True,,Confirmed (2 metode),Rare Legitimate
62734,3445000,1093.0,75.0,7.25,47.0,1.062,360.0,64133.3,53887.75,6116,20.41,311.0,55,39.5,5,-0.1097,True,,Confirmed (2 metode),Unclassified / Manual Review
73511,5000,90.0,2.206,0.0,15.0,-4.24,120.0,0.0,0.0,2527,99.84,80.0,66,49.5,3,-0.1097,True,,Confirmed (2 metode),Data Error
75177,355000,145.0,89.773,,65.0,,240.0,,,20530,58.19,211.0,8,39.5,3,-0.1093,True,,Confirmed (2 metode),Unclassified / Manual Review
79104,2105000,998.0,80.0,3.5,15.0,-1.471,360.0,0.0,0.0,4411,33.82,292.0,0,39.5,3,-0.1091,True,,Confirmed (2 metode),Unclassified / Manual Review
46943,205000,886.0,36.61,5.09,15.0,-0.57,480.0,,,2097,24.89,240.0,29,59.5,2,-0.1089,True,,Confirmed (2 metode),Unclassified / Manual Review
19900,1265000,347.0,18.603,5.55,44.0,-0.365,360.0,6832.75,478.75,8050,18.0,292.0,0,80.0,3,-0.1088,True,,Confirmed (2 metode),Rare Legitimate
70741,2825000,1183.0,65.0,,25.0,,360.0,,,2696,29.97,292.0,56,49.5,3,-0.1087,True,,Confirmed (2 metode),Unclassified / Manual Review
81457,5005000,,,,,,18.0,,,0,0.0,0.0,0,,3,-0.1086,True,,Confirmed (2 metode),Unclassified / Manual Review
99478,2805000,2271.0,80.0,4.5,15.0,-1.417,360.0,10102.65,500.0,7620,11.65,107.0,20,49.5,3,-0.1085,True,,Confirmed (2 metode),Unclassified / Manual Review
79039,45000,150.0,71.367,12.299,42.0,8.472,60.0,2038.5,985.0,13090,85.31,92.0,10,49.5,5,-0.1083,True,,Confirmed (2 metode),Potential Risk Signal
65353,1005000,817.0,35.714,2.25,15.0,-0.205,360.0,2747.0,445.0,5547,20.52,311.0,58,59.5,3,-0.1082,True,,Confirmed (2 metode),Rare Legitimate
67469,2945000,540.0,39.267,2.475,37.0,-1.167,360.0,6087.5,0.0,4319,23.78,282.0,59,80.0,3,-0.1082,True,,Confirmed (2 metode),Rare Legitimate
51442,5425000,7115.0,70.0,3.25,15.0,-0.576,360.0,9628.0,0.0,3977,32.56,135.0,45,59.5,2,-0.108,True,,Confirmed (2 metode),Unclassified / Manual Review
7236,795000,,81.92,8.99,,,12.0,,,0,0.0,0.0,0,,4,-0.1079,True,,Confirmed (2 metode),Unclassified / Manual Review
47983,1995000,1999.0,79.801,6.99,15.0,1.411,360.0,,,5769,60.98,172.0,72,39.5,2,-0.1077,True,,Confirmed (2 metode),Unclassified / Manual Review
70980,5000,,1.0,,65.0,,,,,0,0.0,0.0,0,20.0,2,-0.1076,True,,Confirmed (2 metode),Unclassified / Manual Review
80570,2505000,776.0,48.544,3.75,33.0,0.352,480.0,44399.0,39690.0,2624,22.45,244.0,57,69.5,5,-0.1068,True,,Confirmed (2 metode),Rare Legitimate
24027,2305000,2016.0,70.0,3.6,15.0,-0.956,360.0,5985.08,1155.0,6351,24.15,257.0,46,39.5,3,-0.1065,True,,Confirmed (2 metode),Unclassified / Manual Review
5005,2275000,1074.0,75.833,3.125,25.0,-0.479,360.0,7481.2,850.0,3501,16.51,292.0,0,49.5,3,-0.1064,True,,Confirmed (2 metode),Unclassified / Manual Review
42871,2105000,902.0,80.0,4.625,25.0,0.241,360.0,,,0,0.0,0.0,0,49.5,3,-0.1062,True,,Confirmed (2 metode),Unclassified / Manual Review
98789,345000,1643.0,89.166,,25.0,,480.0,,,5080,24.7,292.0,0,39.5,2,-0.1057,True,,Confirmed (2 metode),Unclassified / Manual Review
12367,1355000,5940.0,,,,,,,,7671,28.41,289.0,58,69.5,3,-0.1056,True,,Confirmed (2 metode),Unclassified / Manual Review
32697,25000,30.0,14.516,,65.0,,120.0,,,3157,88.38,0.0,59,80.0,2,-0.1056,True,,Confirmed (2 metode),Unclassified / Manual Review
97466,745000,,82.08,9.0,,,13.0,,,0,0.0,0.0,0,,4,-0.1056,True,,Confirmed (2 metode),Unclassified / Manual Review
1144,3075000,3274.0,34.682,2.875,25.0,-0.082,360.0,8005.0,0.0,2263,20.59,115.0,41,59.5,2,-0.1055,True,,Confirmed (2 metode),Rare Legitimate
72893,605000,1378.0,63.158,4.99,15.0,0.339,180.0,2941.8,1164.5,2696,8.12,391.0,68,59.5,2,-0.1055,True,,Confirmed (2 metode),Unclassified / Manual Review
29539,2005000,12281.0,30.769,,15.0,,360.0,,,2842,7.21,78.0,36,59.5,2,-0.1053,True,,Confirmed (2 metode),Rare Legitimate
97859,545000,,58.38,8.625,,,12.0,,,0,0.0,0.0,0,,2,-0.1047,True,,Confirmed (2 metode),Unclassified / Manual Review
22833,615000,,74.0,9.25,,,12.0,,,0,0.0,0.0,0,,3,-0.1046,True,,Confirmed (2 metode),Unclassified / Manual Review
77324,5000,65.0,2.454,0.0,15.0,-4.41,120.0,0.0,0.0,5371,90.82,65.0,0,39.5,3,-0.1045,True,,Confirmed (2 metode),Data Error
61747,42075000,,,,,,120.0,,,15930,43.12,127.0,12,,3,-0.1044,True,,Confirmed (2 metode),Unclassified / Manual Review
96562,4125000,670.0,57.222,2.75,55.0,-0.097,360.0,17143.97,1152.0,3465,55.9,352.0,58,49.5,3,-0.1044,True,,Confirmed (2 metode),Rare Legitimate
51507,2525000,307.0,80.0,,65.0,,360.0,,,1338,22.72,281.0,69,29.5,3,-0.1042,True,,Confirmed (2 metode),Unclassified / Manual Review
66867,1005000,3443.0,58.088,6.95,15.0,-0.07,360.0,,,3373,20.49,295.0,38,49.5,3,-0.1036,True,,Confirmed (2 metode),Rare Legitimate
38336,2195000,1801.0,80.0,7.5,15.0,1.78,360.0,11028.74,1237.35,4981,40.96,198.0,60,39.5,2,-0.1035,True,,Confirmed (2 metode),Unclassified / Manual Review
5386,1005000,,46.99,7.35,,,95.0,,,0,0.0,0.0,0,,2,-0.1034,True,,Confirmed (2 metode),Unclassified / Manual Review
16637,1445000,981.0,33.94,4.99,15.0,,360.0,,,1292,7.28,196.0,17,39.5,2,-0.1033,True,,Confirmed (2 metode),Rare Legitimate
74481,4205000,1201.0,70.0,4.75,33.0,-0.813,300.0,,,1905,17.11,261.0,47,59.5,3,-0.1033,True,,Confirmed (2 metode),Unclassified / Manual Review
11059,445000,96.0,71.129,6.375,55.0,1.742,12.0,4081.0,600.0,14773,10.99,120.0,6,69.5,3,-0.1031,True,,Confirmed (2 metode),Unclassified / Manual Review
22203,725000,,78.21,8.5,,,12.0,,,0,0.0,0.0,0,,2,-0.1031,True,,Confirmed (2 metode),Unclassified / Manual Review
22311,25000,52.0,0.52,,15.0,,60.0,,,3157,18.06,311.0,67,59.5,3,-0.1029,True,,Confirmed (2 metode),Unclassified / Manual Review
22946,55000,806.0,76.386,,15.0,,180.0,,,14160,64.25,104.0,8,39.5,3,-0.1025,True,,Confirmed (2 metode),Unclassified / Manual Review
97951,3005000,914.0,68.19,1.625,25.0,-0.754,360.0,4115.75,865.0,6846,23.05,174.0,52,59.5,2,-0.1023,True,,Confirmed (2 metode),Unclassified / Manual Review
26214,635000,321.0,80.0,2.625,25.0,-0.053,360.0,7242.49,1200.0,18333,59.34,216.0,6,39.5,4,-0.1022,True,,Confirmed (2 metode),Unclassified / Manual Review
39153,65000,1152.0,65.0,,15.0,,84.0,,,11668,59.52,176.0,7,39.5,3,-0.1022,True,,Confirmed (2 metode),Unclassified / Manual Review
23673,1455000,1644.0,75.0,2.875,15.0,0.026,360.0,12687.47,4938.59,8783,24.35,198.0,9,39.5,2,-0.1017,True,,Confirmed (2 metode),Unclassified / Manual Review
49497,15000,109.0,101.5,8.75,49.0,,120.0,,,0,0.0,0.0,0,29.5,2,-0.1015,True,0.0,Confirmed (2 metode),Unclassified / Manual Review
52257,1165000,743.0,40.0,3.625,55.0,-0.329,360.0,5946.19,995.0,3425,14.45,292.0,0,69.5,3,-0.1015,True,,Confirmed (2 metode),Rare Legitimate
5319,65000,166.0,58.68,3.74,25.0,-0.41,120.0,,,16631,78.2,183.0,10,39.5,2,-0.1009,True,,Confirmed (2 metode),Unclassified / Manual Review
53922,2985000,,,,,,36.0,,,0,0.0,0.0,0,,3,-0.1008,True,,Confirmed (2 metode),Unclassified / Manual Review
95156,545000,210.0,75.0,3.0,40.0,-0.616,360.0,4898.27,0.0,22780,40.33,277.0,12,69.5,3,-0.1006,True,,Confirmed (2 metode),Unclassified / Manual Review
17533,5000,10.0,100.0,,15.0,,60.0,,,0,0.0,0.0,0,29.5,2,-0.1003,True,,Confirmed (2 metode),Unclassified / Manual Review
84864,1855000,790.0,64.91,4.5,37.0,0.357,360.0,6111.23,770.0,3892,55.42,292.0,0,49.5,3,-0.1003,True,,Confirmed (2 metode),Unclassified / Manual Review
5152,25000,30.0,70.0,9.75,55.0,6.34,120.0,0.0,0.0,1730,97.69,51.0,75,69.5,2,-0.1002,True,,Confirmed (2 metode),Potential Risk Signal
57442,2625000,694.0,80.0,3.75,43.0,0.073,360.0,,,0,0.0,0.0,0,29.5,3,-0.1002,True,,Confirmed (2 metode),Unclassified / Manual Review
77688,3005000,5369.0,,,,,360.0,,,9185,9.85,201.0,45,49.5,2,-0.1002,True,,Confirmed (2 metode),Unclassified / Manual Review
19851,1505000,1024.0,80.0,3.625,15.0,-0.118,360.0,6208.84,1550.0,7706,35.34,264.0,69,59.5,3,-0.0999,True,,Confirmed (2 metode),Unclassified / Manual Review
83036,1265000,430.0,,,,,360.0,,,16159,87.8,136.0,8,29.5,4,-0.0999,True,,Confirmed (2 metode),Unclassified / Manual Review
93039,635000,666.0,68.548,2.75,25.0,0.31,180.0,3136.65,1095.0,12643,66.67,145.0,13,29.5,2,-0.0998,True,,Confirmed (2 metode),Unclassified / Manual Review
9951,805000,1374.0,50.0,2.5,15.0,-0.711,360.0,,,6196,29.07,194.0,39,80.0,2,-0.0997,True,,Confirmed (2 metode),Rare Legitimate
47860,55000,120.0,47.944,7.0,46.0,2.72,120.0,,,18273,64.63,138.0,11,59.5,3,-0.0995,True,,Confirmed (2 metode),Unclassified / Manual Review
81448,55000,23.0,12.427,6.125,65.0,1.502,180.0,0.0,0.0,12746,66.96,83.0,10,59.5,2,-0.0995,True,,Confirmed (2 metode),Unclassified / Manual Review
63956,645000,576.0,35.945,2.875,15.0,-0.337,180.0,4849.0,2000.0,7237,28.51,214.0,37,59.5,2,-0.0994,True,,Confirmed (2 metode),Rare Legitimate
65828,3755000,637.0,75.0,4.0,39.0,,360.0,,,0,0.0,0.0,0,39.5,3,-0.0994,True,,Confirmed (2 metode),Unclassified / Manual Review
775,305000,1980.0,16.67,,15.0,,180.0,,,8254,51.1,204.0,15,59.5,2,-0.0992,True,,Confirmed (2 metode),Unclassified / Manual Review
32410,325000,63.0,91.575,,65.0,,360.0,,,20530,58.19,211.0,8,29.5,3,-0.0992,True,,Confirmed (2 metode),Unclassified / Manual Review
26994,9605000,5218.0,,,,,360.0,,,1949,7.44,81.0,26,80.0,2,-0.0991,True,,Confirmed (2 metode),Unclassified / Manual Review
4778,3445000,,0.489205,0.0487,,,120.0,,,8151,21.37,132.0,18,,3,-0.0987,True,,Confirmed (2 metode),Unclassified / Manual Review
35983,1145000,805.0,21.327,3.25,33.0,0.222,360.0,4516.75,1060.0,4593,11.87,248.0,22,80.0,3,-0.0986,True,,Confirmed (2 metode),Rare Legitimate
47840,455000,,96.75,10.0,15.0,,12.0,,,2091,81.87,103.0,66,,2,-0.0986,True,,Confirmed (2 metode),Unclassified / Manual Review
89448,1235000,1663.0,84.986,,15.0,,360.0,,,5846,39.75,248.0,70,49.5,3,-0.0984,True,,Confirmed (2 metode),Unclassified / Manual Review
36883,5005000,1492.0,57.471,3.5,55.0,0.275,360.0,11291.0,995.0,2338,12.23,147.0,0,49.5,2,-0.0983,True,,Confirmed (2 metode),Rare Legitimate
65208,75000,507.0,52.53,4.25,,,60.0,,,0,0.0,0.0,0,49.5,3,-0.0983,True,,Confirmed (2 metode),Unclassified / Manual Review
23508,285000,,108.67,10.49,15.0,,12.0,,,4596,85.38,54.0,68,,2,-0.0982,True,,Confirmed (2 metode),Unclassified / Manual Review
29752,3035000,1600.0,75.0,2.0,48.0,-0.581,360.0,21531.63,0.0,4275,68.16,234.0,57,49.5,4,-0.0982,True,,Confirmed (2 metode),Unclassified / Manual Review
12977,15000,113.0,5.529,4.74,15.0,0.31,60.0,90.0,0.0,11046,10.52,123.0,14,29.5,4,-0.0981,True,,Confirmed (2 metode),Unclassified / Manual Review
2863,845000,2481.0,80.0,1.49,15.0,-2.0,360.0,,,11255,24.18,137.0,10,49.5,4,-0.0979,True,,Confirmed (2 metode),Unclassified / Manual Review
14114,3215000,2653.0,36.84,5.1,33.0,-1.224,360.0,7612.9,1155.0,1765,10.71,117.0,35,59.5,2,-0.0973,True,,Confirmed (2 metode),Rare Legitimate
66084,1505000,2112.0,54.05,2.95,15.0,-0.2,360.0,5239.4,1155.0,6006,27.59,146.0,0,39.5,2,-0.0973,True,,Confirmed (2 metode),Rare Legitimate
20064,255000,75.0,75.0,,65.0,,180.0,,,27220,69.7,141.0,6,39.5,2,-0.0972,True,,Confirmed (2 metode),Unclassified / Manual Review
26075,2005000,610.0,,,,,360.0,,,2724,87.96,313.0,50,80.0,3,-0.0971,True,,Confirmed (2 metode),Unclassified / Manual Review
28695,25000,37.0,13.333,,15.0,,120.0,,,9594,12.42,157.0,11,80.0,2,-0.0971,True,,Confirmed (2 metode),Unclassified / Manual Review
73703,915000,821.0,65.0,5.125,15.0,,,,,0,0.0,0.0,0,49.5,3,-0.0967,True,,Confirmed (2 metode),Unclassified / Manual Review
81211,3705000,2100.0,89.157,2.875,25.0,-0.402,360.0,6890.78,500.0,1662,17.69,106.0,52,59.5,2,-0.0967,True,,Confirmed (2 metode),Unclassified / Manual Review
78931,485000,,85.0,8.49,,,12.0,,,0,0.0,0.0,0,,2,-0.0965,True,,Confirmed (2 metode),Unclassified / Manual Review
6141,1875000,1986.0,75.0,7.5,15.0,2.363,360.0,,,3433,15.5,149.0,39,69.5,3,-0.0964,True,,Confirmed (2 metode),Unclassified / Manual Review
52096,1725000,,,,,,12.0,,,0,0.0,0.0,0,,3,-0.0964,True,,Confirmed (2 metode),Unclassified / Manual Review
77191,725000,1220.0,80.0,3.625,15.0,-1.089,360.0,,,0,0.0,0.0,0,29.5,2,-0.0964,True,,Confirmed (2 metode),Unclassified / Manual Review
14561,155000,460.0,59.303,5.04,25.0,-0.52,480.0,,,2464,38.27,295.0,77,59.5,2,-0.0963,True,,Confirmed (2 metode),Unclassified / Manual Review
81066,2205000,2243.0,52.381,3.975,15.0,-0.578,360.0,8436.78,1010.0,3626,15.55,220.0,36,49.5,3,-0.0963,True,,Confirmed (2 metode),Rare Legitimate
31525,2235000,866.0,75.0,3.35,33.0,-1.012,360.0,7104.72,1155.0,5080,24.7,292.0,0,29.5,3,-0.0961,True,,Confirmed (2 metode),Unclassified / Manual Review
54045,75000,500.0,1.888,,15.0,,60.0,,,4441,26.57,155.0,78,29.5,3,-0.096,True,,Confirmed (2 metode),Unclassified / Manual Review
64798,625000,1000.0,,,,,480.0,,,2312,15.96,247.0,0,59.5,2,-0.096,True,,Confirmed (2 metode),Unclassified / Manual Review
37680,1005000,2285.0,12.84,4.6,15.0,-0.146,300.0,,,3354,24.33,174.0,66,59.5,3,-0.0959,True,,Confirmed (2 metode),Rare Legitimate
59235,1945000,1485.0,75.0,4.625,15.0,-1.092,360.0,8179.17,1655.0,2012,4.82,282.0,32,49.5,3,-0.0959,True,,Confirmed (2 metode),Unclassified / Manual Review
64390,105000,80.0,45.48,3.625,46.0,-0.097,120.0,967.88,0.0,30199,72.92,121.0,9,59.5,2,-0.0959,True,,Confirmed (2 metode),Unclassified / Manual Review
74563,14505000,,63.32,4.125,,,145.0,,,1671,40.16,294.0,75,,2,-0.0958,True,,Confirmed (2 metode),Unclassified / Manual Review
55636,2005000,1966.0,43.957,3.5,15.0,-0.413,360.0,14844.45,995.0,5354,25.68,144.0,21,39.5,2,-0.0956,True,,Confirmed (2 metode),Rare Legitimate
93163,305000,507.0,,,15.0,,84.0,,,0,0.0,0.0,0,49.5,3,-0.0956,True,,Confirmed (2 metode),Unclassified / Manual Review
82564,3005000,1200.0,57.5,,55.0,,360.0,,,6032,26.79,278.0,53,39.5,3,-0.0955,True,,Confirmed (2 metode),Rare Legitimate
99236,2005000,1065.0,29.41,4.375,15.0,-0.997,360.0,5822.75,715.0,4163,23.25,198.0,37,59.5,2,-0.0952,True,,Confirmed (2 metode),Rare Legitimate
13739,5005000,1698.0,,,,,360.0,,,7036,25.87,292.0,51,39.5,3,-0.0951,True,,Confirmed (2 metode),Unclassified / Manual Review
92215,2255000,1324.0,75.0,2.75,15.0,-0.438,360.0,11275.0,730.0,3437,6.78,188.0,41,39.5,2,-0.0951,True,,Confirmed (2 metode),Unclassified / Manual Review
6051,1005000,3394.0,69.12,3.25,15.0,0.39,360.0,,,2954,21.23,249.0,53,69.5,3,-0.095,True,,Confirmed (2 metode),Unclassified / Manual Review
42558,2535000,949.0,75.0,2.125,25.0,-0.379,360.0,9367.74,1560.0,2644,24.85,191.0,0,49.5,2,-0.095,True,,Confirmed (2 metode),Unclassified / Manual Review
90249,215000,360.0,20.0,3.0,33.0,,180.0,,,1897,60.67,274.0,76,59.5,2,-0.095,True,,Confirmed (2 metode),Unclassified / Manual Review
58906,645000,160.0,67.453,3.375,46.0,0.241,360.0,4189.98,2200.01,22780,40.33,277.0,12,39.5,3,-0.0948,True,,Confirmed (2 metode),Unclassified / Manual Review
65475,385000,3264.0,80.0,5.25,15.0,-0.78,240.0,5896.45,2000.0,1148,19.6,281.0,31,59.5,2,-0.0948,True,,Confirmed (2 metode),Unclassified / Manual Review
85205,1005000,141.0,15.0,4.4,15.0,-0.35,15.0,,,1308,11.93,162.0,17,39.5,3,-0.0946,True,,Confirmed (2 metode),Unclassified / Manual Review
96956,305000,,,2.125,,,180.0,3271.2,381.0,18333,59.34,216.0,6,,3,-0.0946,True,,Confirmed (2 metode),Unclassified / Manual Review
19162,1965000,502.0,52.4,,55.0,,480.0,,,5301,23.92,197.0,79,39.5,2,-0.0944,True,,Confirmed (2 metode),Rare Legitimate
55067,55000,42.0,36.83,,65.0,,300.0,,,11864,32.11,179.0,19,80.0,2,-0.0941,True,,Confirmed (2 metode),Unclassified / Manual Review
97200,395000,,77.26,9.725,,,12.0,,,0,0.0,0.0,0,49.5,3,-0.0941,True,0.0,Confirmed (2 metode),Unclassified / Manual Review
88357,45000,175.0,68.992,7.71,55.0,3.538,120.0,752.23,0.0,14094,39.95,183.0,7,49.5,3,-0.0938,True,,Confirmed (2 metode),Unclassified / Manual Review
13287,105000,,73.043478,10.5,,,13.0,,,0,0.0,0.0,0,,3,-0.0937,True,,Confirmed (2 metode),Unclassified / Manual Review
56844,265000,400.0,42.488,2.875,49.0,0.9205,180.0,,,12491,44.23,230.0,8,49.5,4,-0.0934,True,,Confirmed (2 metode),Unclassified / Manual Review
80486,105000,313.0,65.353,3.5,25.0,3.5,300.0,,,16631,78.2,183.0,10,49.5,4,-0.0931,True,,Confirmed (2 metode),Unclassified / Manual Review
83609,215000,,75.0,10.75,,,12.0,,,0,0.0,0.0,0,,3,-0.0931,True,,Confirmed (2 metode),Unclassified / Manual Review
29304,905000,214.0,100.0,6.125,65.0,,360.0,,,0,0.0,0.0,0,39.5,2,-0.093,True,,Confirmed (2 metode),Unclassified / Manual Review
